parcela_id,cultivo,lat,lon,fecha,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,lluvia_mm,humedad_rel_pct,viento_max_kmh,viento_medio_kmh,radiacion_solar_mjm2,et0_mm,fuente,humedad_suelo_m3m3,temp_suelo_c,kc_aplicado,etc_mm,deficit_hidrico_mm
valencia_citricos,citricos,39.079,-0.324,2015-01-05,14.1,3.8,8.9,0.0,0.0,83,9.3,5.4,9.17,1.21,historico_era5,,,0.7,0.85,0.85
valencia_citricos,citricos,39.079,-0.324,2015-01-06,13.3,3.6,7.9,0.0,0.0,80,9.3,7.0,9.6,1.26,historico_era5,,,0.7,0.88,0.88
valencia_citricos,citricos,39.079,-0.324,2015-01-07,12.7,3.8,7.9,0.0,0.0,86,9.4,6.2,6.88,0.94,historico_era5,,,0.7,0.66,0.66
valencia_citricos,citricos,39.079,-0.324,2015-01-08,13.3,3.8,8.0,0.0,0.0,86,9.6,6.3,9.76,1.26,historico_era5,,,0.7,0.88,0.88
valencia_citricos,citricos,39.079,-0.324,2015-01-09,16.7,2.6,8.2,0.0,0.0,74,10.7,7.0,10.32,1.5,historico_era5,,,0.7,1.05,1.05
valencia_citricos,citricos,39.079,-0.324,2015-01-10,19.9,4.8,10.5,0.0,0.0,59,12.9,9.9,10.59,2.03,historico_era5,,,0.7,1.42,1.42
valencia_citricos,citricos,39.079,-0.324,2015-01-11,17.6,5.8,10.9,0.0,0.0,57,14.8,10.1,10.25,1.98,historico_era5,,,0.7,1.39,1.39
valencia_citricos,citricos,39.079,-0.324,2015-01-12,15.4,5.7,10.3,0.0,0.0,80,10.8,7.0,8.4,1.25,historico_era5,,,0.7,0.88,0.88
valencia_citricos,citricos,39.079,-0.324,2015-01-13,18.3,5.0,10.6,0.0,0.0,69,10.0,8.2,10.37,1.73,historico_era5,,,0.7,1.21,1.21
valencia_citricos,citricos,39.079,-0.324,2015-01-14,17.5,6.6,10.7,0.0,0.0,65,11.6,9.0,10.09,1.77,historico_era5,,,0.7,1.24,1.24
valencia_citricos,citricos,39.079,-0.324,2015-01-15,18.5,5.2,10.6,0.0,0.0,67,11.9,8.6,10.5,1.81,historico_era5,,,0.7,1.27,1.27
valencia_citricos,citricos,39.079,-0.324,2015-01-16,12.8,7.8,10.2,0.0,0.0,59,26.8,16.6,7.86,2.18,historico_era5,,,0.7,1.53,1.53
valencia_citricos,citricos,39.079,-0.324,2015-01-17,11.9,4.4,7.7,0.0,0.0,50,19.7,13.1,11.18,2.19,historico_era5,,,0.7,1.53,1.53
valencia_citricos,citricos,39.079,-0.324,2015-01-18,11.8,0.9,6.4,0.4,0.4,60,11.0,7.8,9.04,1.53,historico_era5,,,0.7,1.07,0.67
valencia_citricos,citricos,39.079,-0.324,2015-01-19,7.8,5.7,6.6,17.5,17.5,87,26.2,11.0,2.29,0.48,historico_era5,,,0.7,0.34,0.0
valencia_citricos,citricos,39.079,-0.324,2015-01-20,9.9,1.0,5.3,0.0,0.0,64,14.1,9.5,9.71,1.45,historico_era5,,,0.7,1.01,1.01
valencia_citricos,citricos,39.079,-0.324,2015-01-21,11.8,1.5,5.8,0.0,0.0,63,21.3,13.7,10.7,1.9,historico_era5,,,0.7,1.33,1.33
valencia_citricos,citricos,39.079,-0.324,2015-01-22,10.9,3.9,6.7,0.0,0.0,59,22.6,16.3,11.2,2.05,historico_era5,,,0.7,1.43,1.43
valencia_citricos,citricos,39.079,-0.324,2015-01-23,12.0,3.5,6.9,0.0,0.0,54,19.2,14.0,11.52,2.18,historico_era5,,,0.7,1.53,1.53
valencia_citricos,citricos,39.079,-0.324,2015-01-24,13.7,1.5,6.9,0.0,0.0,52,13.8,11.2,12.03,2.19,historico_era5,,,0.7,1.53,1.53
valencia_citricos,citricos,39.079,-0.324,2015-01-25,14.0,6.4,9.5,0.0,0.0,43,19.5,12.4,12.37,2.58,historico_era5,,,0.7,1.81,1.81
valencia_citricos,citricos,39.079,-0.324,2015-01-26,12.3,1.5,7.6,0.0,0.0,59,8.3,4.9,11.84,1.63,historico_era5,,,0.7,1.14,1.14
valencia_citricos,citricos,39.079,-0.324,2015-01-27,15.9,3.0,8.9,0.0,0.0,65,13.2,7.7,11.53,1.85,historico_era5,,,0.7,1.3,1.3
valencia_citricos,citricos,39.079,-0.324,2015-01-28,14.3,3.9,8.7,0.0,0.0,65,12.2,7.5,12.0,1.82,historico_era5,,,0.7,1.27,1.27
valencia_citricos,citricos,39.079,-0.324,2015-01-29,17.9,5.4,10.9,0.0,0.0,58,27.7,18.5,11.8,3.01,historico_era5,,,0.7,2.11,2.11
valencia_citricos,citricos,39.079,-0.324,2015-01-30,19.2,13.3,15.6,0.0,0.0,58,41.4,36.1,12.09,4.1,historico_era5,,,0.7,2.87,2.87
valencia_citricos,citricos,39.079,-0.324,2015-01-31,16.1,8.7,13.2,3.1,3.1,51,38.7,30.5,10.38,3.77,historico_era5,,,0.7,2.64,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-01,11.8,5.6,8.3,0.0,0.0,38,35.1,28.9,12.87,3.74,historico_era5,,,0.7,2.62,2.62
valencia_citricos,citricos,39.079,-0.324,2015-02-02,12.3,5.6,8.0,1.0,1.0,50,23.7,19.0,9.85,2.6,historico_era5,,,0.7,1.82,0.82
valencia_citricos,citricos,39.079,-0.324,2015-02-03,13.3,6.9,9.8,0.7,0.7,57,34.0,22.1,12.87,2.76,historico_era5,,,0.7,1.93,1.23
valencia_citricos,citricos,39.079,-0.324,2015-02-04,9.4,4.1,6.5,1.6,1.3,52,26.8,21.9,7.83,2.22,historico_era5,,,0.7,1.55,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-05,10.9,2.3,5.6,0.0,0.0,36,28.7,23.0,13.71,3.38,historico_era5,,,0.7,2.37,2.37
valencia_citricos,citricos,39.079,-0.324,2015-02-06,9.7,2.4,5.3,0.0,0.0,41,27.4,20.2,12.27,2.7,historico_era5,,,0.7,1.89,1.89
valencia_citricos,citricos,39.079,-0.324,2015-02-07,6.9,0.1,3.5,2.1,2.1,67,14.2,9.2,11.02,1.42,historico_era5,,,0.7,0.99,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-08,12.4,-0.3,5.5,0.0,0.0,65,11.7,8.2,14.23,1.94,historico_era5,,,0.7,1.36,1.36
valencia_citricos,citricos,39.079,-0.324,2015-02-09,9.9,1.7,6.1,1.3,1.3,72,19.8,11.1,8.6,1.33,historico_era5,,,0.7,0.93,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-10,11.3,4.6,7.7,0.5,0.5,76,14.6,8.1,9.73,1.45,historico_era5,,,0.7,1.01,0.51
valencia_citricos,citricos,39.079,-0.324,2015-02-11,11.2,5.6,8.5,1.4,1.4,85,13.6,7.4,8.27,1.07,historico_era5,,,0.7,0.75,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-12,10.7,7.1,8.6,4.3,4.3,91,12.0,6.8,4.47,0.69,historico_era5,,,0.7,0.48,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-13,15.1,3.5,9.3,0.0,0.0,73,11.9,8.6,14.13,2.04,historico_era5,,,0.7,1.43,1.43
valencia_citricos,citricos,39.079,-0.324,2015-02-14,17.0,8.5,11.9,0.0,0.0,57,27.4,19.4,13.15,3.06,historico_era5,,,0.7,2.14,2.14
valencia_citricos,citricos,39.079,-0.324,2015-02-15,17.7,9.3,13.1,1.0,1.0,60,20.5,14.6,12.87,2.78,historico_era5,,,0.7,1.95,0.95
valencia_citricos,citricos,39.079,-0.324,2015-02-16,16.9,9.8,12.4,0.0,0.0,65,21.6,15.2,13.65,2.68,historico_era5,,,0.7,1.88,1.88
valencia_citricos,citricos,39.079,-0.324,2015-02-17,11.3,7.4,9.4,11.1,11.1,78,27.3,16.5,5.58,1.3,historico_era5,,,0.7,0.91,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-18,11.7,7.7,9.8,3.0,3.0,70,25.0,18.3,10.46,1.99,historico_era5,,,0.7,1.39,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-19,11.0,7.5,9.1,1.6,1.6,76,21.1,15.6,9.81,1.56,historico_era5,,,0.7,1.09,0.0
valencia_citricos,citricos,39.079,-0.324,2015-02-20,12.8,4.4,8.2,0.0,0.0,80,10.3,8.3,13.56,1.82,historico_era5,,,0.7,1.27,1.27
valencia_citricos,citricos,39.079,-0.324,2015-02-21,14.9,4.5,9.1,0.2,0.2,67,21.2,13.8,11.75,2.28,historico_era5,,,0.7,1.6,1.4
valencia_citricos,citricos,39.079,-0.324,2015-02-22,14.5,5.5,9.4,0.0,0.0,49,30.1,18.9,14.53,3.16,historico_era5,,,0.7,2.21,2.21
valencia_citricos,citricos,39.079,-0.324,2015-02-23,17.1,7.6,12.8,0.0,0.0,58,24.6,20.1,13.15,3.21,historico_era5,,,0.7,2.25,2.25
valencia_citricos,citricos,39.079,-0.324,2015-02-24,15.3,8.0,11.4,0.0,0.0,44,32.0,26.1,15.63,4.18,historico_era5,,,0.7,2.93,2.93
valencia_citricos,citricos,39.079,-0.324,2015-02-25,16.4,7.5,11.3,0.0,0.0,47,29.3,23.9,12.16,3.65,historico_era5,,,0.7,2.55,2.55
valencia_citricos,citricos,39.079,-0.324,2015-02-26,18.4,11.5,14.4,0.0,0.0,55,26.3,14.2,14.81,3.32,historico_era5,,,0.7,2.32,2.32
valencia_citricos,citricos,39.079,-0.324,2015-02-27,15.6,9.7,12.8,0.0,0.0,51,28.4,18.5,16.77,3.67,historico_era5,,,0.7,2.57,2.57
valencia_citricos,citricos,39.079,-0.324,2015-02-28,15.6,5.3,10.4,0.0,0.0,54,12.2,8.8,16.41,2.89,historico_era5,,,0.7,2.02,2.02
valencia_citricos,citricos,39.079,-0.324,2015-03-01,21.7,10.1,15.2,0.0,0.0,55,15.3,11.2,15.69,3.41,historico_era5,,,0.7,2.39,2.39
valencia_citricos,citricos,39.079,-0.324,2015-03-02,24.9,13.4,18.7,0.0,0.0,52,17.1,12.7,17.03,4.15,historico_era5,,,0.7,2.9,2.9
valencia_citricos,citricos,39.079,-0.324,2015-03-03,18.4,11.2,15.0,0.0,0.0,73,13.6,8.8,16.53,2.71,historico_era5,,,0.7,1.9,1.9
valencia_citricos,citricos,39.079,-0.324,2015-03-04,17.3,10.2,13.3,0.1,0.1,72,28.5,9.4,14.49,2.84,historico_era5,,,0.7,1.99,1.89
valencia_citricos,citricos,39.079,-0.324,2015-03-05,15.6,5.8,10.5,0.0,0.0,29,24.5,14.5,19.58,4.12,historico_era5,,,0.7,2.88,2.88
valencia_citricos,citricos,39.079,-0.324,2015-03-06,15.8,4.7,10.1,0.0,0.0,48,14.3,8.8,19.07,3.3,historico_era5,,,0.7,2.31,2.31
valencia_citricos,citricos,39.079,-0.324,2015-03-07,21.0,4.9,12.3,0.0,0.0,49,10.2,7.5,19.48,3.52,historico_era5,,,0.7,2.46,2.46
valencia_citricos,citricos,39.079,-0.324,2015-03-08,14.9,6.8,11.0,0.0,0.0,70,12.9,7.7,15.6,2.39,historico_era5,,,0.7,1.67,1.67
valencia_citricos,citricos,39.079,-0.324,2015-03-09,17.5,4.9,11.5,0.0,0.0,66,13.3,7.2,18.48,2.97,historico_era5,,,0.7,2.08,2.08
valencia_citricos,citricos,39.079,-0.324,2015-03-10,19.6,6.5,12.8,0.0,0.0,64,13.2,8.0,19.21,3.32,historico_era5,,,0.7,2.32,2.32
valencia_citricos,citricos,39.079,-0.324,2015-03-11,21.3,7.7,13.9,0.0,0.0,59,13.1,9.0,19.7,3.58,historico_era5,,,0.7,2.51,2.51
valencia_citricos,citricos,39.079,-0.324,2015-03-12,22.6,7.8,14.2,0.0,0.0,56,16.9,8.4,20.03,3.76,historico_era5,,,0.7,2.63,2.63
valencia_citricos,citricos,39.079,-0.324,2015-03-13,16.0,8.3,12.2,0.0,0.0,73,12.5,8.5,18.22,2.72,historico_era5,,,0.7,1.9,1.9
valencia_citricos,citricos,39.079,-0.324,2015-03-14,12.9,8.6,10.1,5.5,5.5,67,12.3,6.9,12.54,1.98,historico_era5,,,0.7,1.39,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-15,13.4,4.4,8.7,0.4,0.4,62,19.1,9.4,18.87,2.82,historico_era5,,,0.7,1.97,1.57
valencia_citricos,citricos,39.079,-0.324,2015-03-16,11.0,5.5,8.3,2.7,2.7,74,13.6,7.5,18.17,2.31,historico_era5,,,0.7,1.62,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-17,13.2,4.2,8.6,0.0,0.0,75,17.6,9.3,19.97,2.7,historico_era5,,,0.7,1.89,1.89
valencia_citricos,citricos,39.079,-0.324,2015-03-18,12.3,8.8,10.4,7.3,7.3,84,23.0,15.9,9.3,1.4,historico_era5,,,0.7,0.98,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-19,13.0,10.2,11.3,22.8,22.8,90,29.8,25.6,8.47,1.16,historico_era5,,,0.7,0.81,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-20,12.1,10.5,11.2,22.3,22.3,92,33.0,27.0,5.81,0.83,historico_era5,,,0.7,0.58,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-21,14.9,9.6,12.1,4.9,4.9,89,16.0,6.6,16.85,2.31,historico_era5,,,0.7,1.62,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-22,13.0,8.6,10.6,14.5,14.5,92,13.8,6.5,11.84,1.54,historico_era5,,,0.7,1.08,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-23,13.4,9.2,11.2,12.3,12.3,92,17.7,7.7,10.92,1.42,historico_era5,,,0.7,0.99,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-24,13.3,9.7,11.3,21.9,21.9,92,21.6,10.7,10.93,1.39,historico_era5,,,0.7,0.97,0.0
valencia_citricos,citricos,39.079,-0.324,2015-03-25,11.5,7.6,9.6,1.6,1.6,63,18.8,13.3,13.87,2.33,historico_era5,,,0.7,1.63,0.03
valencia_citricos,citricos,39.079,-0.324,2015-03-26,13.9,4.4,9.4,0.0,0.0,51,19.3,13.5,21.5,3.66,historico_era5,,,0.7,2.56,2.56
valencia_citricos,citricos,39.079,-0.324,2015-03-27,20.4,10.0,15.0,0.0,0.0,63,17.4,10.6,22.66,4.03,historico_era5,,,0.7,2.82,2.82
valencia_citricos,citricos,39.079,-0.324,2015-03-28,21.8,11.7,16.5,0.0,0.0,62,16.2,11.5,22.67,4.33,historico_era5,,,0.7,3.03,3.03
valencia_citricos,citricos,39.079,-0.324,2015-03-29,21.2,9.7,15.5,0.0,0.0,73,10.5,8.1,22.03,3.74,historico_era5,,,0.7,2.62,2.62
valencia_citricos,citricos,39.079,-0.324,2015-03-30,27.0,12.2,18.8,0.0,0.0,58,17.9,11.4,22.41,4.78,historico_era5,,,0.7,3.35,3.35
valencia_citricos,citricos,39.079,-0.324,2015-03-31,24.3,11.4,18.1,0.0,0.0,65,11.3,7.3,22.88,4.25,historico_era5,,,0.7,2.97,2.97
valencia_citricos,citricos,39.079,-0.324,2015-04-01,18.6,11.1,15.0,0.0,0.0,74,20.0,8.7,23.07,3.46,historico_era5,,,0.7,2.42,2.42
valencia_citricos,citricos,39.079,-0.324,2015-04-02,18.9,8.2,13.8,0.0,0.0,74,13.1,6.2,23.6,3.68,historico_era5,,,0.7,2.58,2.58
valencia_citricos,citricos,39.079,-0.324,2015-04-03,19.4,9.6,14.3,0.0,0.0,78,13.2,7.2,21.36,3.43,historico_era5,,,0.7,2.4,2.4
valencia_citricos,citricos,39.079,-0.324,2015-04-04,15.8,11.7,13.7,0.0,0.0,77,16.7,8.0,21.48,3.1,historico_era5,,,0.7,2.17,2.17
valencia_citricos,citricos,39.079,-0.324,2015-04-05,17.6,7.7,12.6,0.0,0.0,76,19.4,9.6,24.21,3.51,historico_era5,,,0.7,2.46,2.46
valencia_citricos,citricos,39.079,-0.324,2015-04-06,14.7,10.8,12.5,0.5,0.5,73,17.2,13.1,21.48,3.11,historico_era5,,,0.7,2.18,1.68
valencia_citricos,citricos,39.079,-0.324,2015-04-07,13.8,10.2,11.7,0.0,0.0,67,23.9,17.4,19.2,3.11,historico_era5,,,0.7,2.18,2.18
valencia_citricos,citricos,39.079,-0.324,2015-04-08,13.6,8.7,11.2,0.0,0.0,60,20.2,15.9,24.04,3.69,historico_era5,,,0.7,2.58,2.58
valencia_citricos,citricos,39.079,-0.324,2015-04-09,14.4,8.4,11.2,0.2,0.2,72,18.5,12.9,20.62,2.97,historico_era5,,,0.7,2.08,1.88
valencia_citricos,citricos,39.079,-0.324,2015-04-10,16.1,9.5,12.2,0.0,0.0,73,14.0,9.2,18.58,2.83,historico_era5,,,0.7,1.98,1.98
valencia_citricos,citricos,39.079,-0.324,2015-04-11,14.4,9.0,11.8,0.5,0.5,81,13.9,9.1,9.97,1.68,historico_era5,,,0.7,1.18,0.68
valencia_citricos,citricos,39.079,-0.324,2015-04-12,16.0,11.3,13.3,0.6,0.6,81,22.5,14.8,19.25,2.69,historico_era5,,,0.7,1.88,1.28
valencia_citricos,citricos,39.079,-0.324,2015-04-13,17.0,11.1,13.6,0.3,0.3,79,14.3,10.3,19.48,2.94,historico_era5,,,0.7,2.06,1.76
valencia_citricos,citricos,39.079,-0.324,2015-04-14,18.4,10.2,13.9,0.0,0.0,76,14.4,8.6,23.63,3.61,historico_era5,,,0.7,2.53,2.53
valencia_citricos,citricos,39.079,-0.324,2015-04-15,15.3,9.9,13.1,5.5,5.5,83,14.1,8.7,10.03,1.72,historico_era5,,,0.7,1.2,0.0
valencia_citricos,citricos,39.079,-0.324,2015-04-16,19.6,11.0,15.3,8.6,8.6,76,11.8,6.2,19.49,3.35,historico_era5,,,0.7,2.34,0.0
valencia_citricos,citricos,39.079,-0.324,2015-04-17,21.9,12.3,16.8,0.0,0.0,62,18.2,11.4,24.68,4.63,historico_era5,,,0.7,3.24,3.24
valencia_citricos,citricos,39.079,-0.324,2015-04-18,20.3,11.6,16.0,0.0,0.0,75,17.6,8.3,24.14,3.95,historico_era5,,,0.7,2.76,2.76
valencia_citricos,citricos,39.079,-0.324,2015-04-19,21.1,12.3,16.4,0.0,0.0,52,19.9,14.6,24.5,5.09,historico_era5,,,0.7,3.56,3.56
valencia_citricos,citricos,39.079,-0.324,2015-04-20,18.5,11.2,14.8,0.0,0.0,71,16.2,8.4,24.89,3.86,historico_era5,,,0.7,2.7,2.7
valencia_citricos,citricos,39.079,-0.324,2015-04-21,17.5,10.3,14.0,1.2,1.2,80,17.8,10.0,20.41,3.12,historico_era5,,,0.7,2.18,0.98
valencia_citricos,citricos,39.079,-0.324,2015-04-22,18.8,10.5,14.6,0.3,0.3,78,14.9,8.3,21.24,3.31,historico_era5,,,0.7,2.32,2.02
valencia_citricos,citricos,39.079,-0.324,2015-04-23,21.9,10.7,16.2,0.0,0.0,74,16.2,7.9,23.52,4.09,historico_era5,,,0.7,2.86,2.86
valencia_citricos,citricos,39.079,-0.324,2015-04-24,23.6,11.4,17.8,0.0,0.0,72,15.9,8.0,23.57,4.41,historico_era5,,,0.7,3.09,3.09
valencia_citricos,citricos,39.079,-0.324,2015-04-25,24.1,13.6,19.3,0.0,0.0,58,13.8,9.3,18.58,4.02,historico_era5,,,0.7,2.81,2.81
valencia_citricos,citricos,39.079,-0.324,2015-04-26,24.3,16.3,19.3,1.1,1.1,54,12.4,7.9,21.95,4.58,historico_era5,,,0.7,3.21,2.11
valencia_citricos,citricos,39.079,-0.324,2015-04-27,22.8,12.9,17.6,0.0,0.0,44,29.5,24.7,25.85,6.48,historico_era5,,,0.7,4.54,4.54
valencia_citricos,citricos,39.079,-0.324,2015-04-28,22.5,12.1,17.1,0.0,0.0,49,23.4,14.4,25.77,5.48,historico_era5,,,0.7,3.84,3.84
valencia_citricos,citricos,39.079,-0.324,2015-04-29,24.2,11.6,17.2,0.0,0.0,66,12.2,5.7,24.11,4.4,historico_era5,,,0.7,3.08,3.08
valencia_citricos,citricos,39.079,-0.324,2015-04-30,22.3,12.2,17.6,0.0,0.0,71,19.4,9.0,25.05,4.48,historico_era5,,,0.7,3.14,3.14
valencia_citricos,citricos,39.079,-0.324,2015-05-01,29.8,13.8,21.9,0.0,0.0,51,11.5,8.2,25.13,5.53,historico_era5,,,0.7,3.87,3.87
valencia_citricos,citricos,39.079,-0.324,2015-05-02,28.6,16.0,22.8,0.0,0.0,47,18.1,9.7,26.73,6.17,historico_era5,,,0.7,4.32,4.32
valencia_citricos,citricos,39.079,-0.324,2015-05-03,32.4,16.4,24.3,0.0,0.0,48,16.3,8.0,26.07,6.1,historico_era5,,,0.7,4.27,4.27
valencia_citricos,citricos,39.079,-0.324,2015-05-04,26.6,19.6,22.5,0.0,0.0,59,16.3,7.1,23.52,4.82,historico_era5,,,0.7,3.37,3.37
valencia_citricos,citricos,39.079,-0.324,2015-05-05,26.7,19.0,22.4,0.5,0.5,49,16.8,9.7,16.38,4.45,historico_era5,,,0.7,3.12,2.62
valencia_citricos,citricos,39.079,-0.324,2015-05-06,24.2,17.1,20.2,0.0,0.0,47,19.1,12.2,28.14,5.98,historico_era5,,,0.7,4.19,4.19
valencia_citricos,citricos,39.079,-0.324,2015-05-07,23.2,15.0,18.7,0.0,0.0,72,16.4,8.0,25.41,4.46,historico_era5,,,0.7,3.12,3.12
valencia_citricos,citricos,39.079,-0.324,2015-05-08,28.9,13.9,22.2,0.0,0.0,51,15.9,9.2,28.62,6.4,historico_era5,,,0.7,4.48,4.48
valencia_citricos,citricos,39.079,-0.324,2015-05-09,25.1,16.6,21.6,0.0,0.0,48,14.7,10.8,28.13,6.13,historico_era5,,,0.7,4.29,4.29
valencia_citricos,citricos,39.079,-0.324,2015-05-10,25.3,16.3,20.7,0.0,0.0,60,16.6,8.2,28.17,5.54,historico_era5,,,0.7,3.88,3.88
valencia_citricos,citricos,39.079,-0.324,2015-05-11,25.2,15.3,20.1,0.0,0.0,61,14.8,7.0,28.65,5.41,historico_era5,,,0.7,3.79,3.79
valencia_citricos,citricos,39.079,-0.324,2015-05-12,27.7,14.9,21.3,0.0,0.0,61,17.7,7.3,28.95,5.8,historico_era5,,,0.7,4.06,4.06
valencia_citricos,citricos,39.079,-0.324,2015-05-13,33.9,15.8,24.3,0.0,0.0,54,12.6,7.1,28.31,6.39,historico_era5,,,0.7,4.47,4.47
valencia_citricos,citricos,39.079,-0.324,2015-05-14,37.5,22.2,29.4,0.3,0.3,29,15.3,12.0,25.07,8.04,historico_era5,,,0.7,5.63,5.33
valencia_citricos,citricos,39.079,-0.324,2015-05-15,28.7,16.1,21.0,0.0,0.0,47,19.0,11.5,28.77,6.32,historico_era5,,,0.7,4.42,4.42
valencia_citricos,citricos,39.079,-0.324,2015-05-16,23.8,14.8,19.5,0.0,0.0,41,13.8,10.1,29.36,6.12,historico_era5,,,0.7,4.28,4.28
valencia_citricos,citricos,39.079,-0.324,2015-05-17,23.7,14.3,19.9,0.0,0.0,56,17.7,10.4,28.98,5.66,historico_era5,,,0.7,3.96,3.96
valencia_citricos,citricos,39.079,-0.324,2015-05-18,27.3,13.9,20.9,0.0,0.0,56,19.2,10.7,28.94,6.19,historico_era5,,,0.7,4.33,4.33
valencia_citricos,citricos,39.079,-0.324,2015-05-19,21.2,15.7,18.6,2.6,2.6,74,23.7,13.9,19.35,3.59,historico_era5,,,0.7,2.51,0.0
valencia_citricos,citricos,39.079,-0.324,2015-05-20,19.5,14.1,16.5,1.2,1.2,60,19.6,12.8,28.83,5.06,historico_era5,,,0.7,3.54,2.34
valencia_citricos,citricos,39.079,-0.324,2015-05-21,19.6,13.7,16.7,0.0,0.0,51,18.5,11.2,29.49,5.33,historico_era5,,,0.7,3.73,3.73
valencia_citricos,citricos,39.079,-0.324,2015-05-22,19.1,12.5,16.4,0.0,0.0,61,15.5,9.3,23.02,4.1,historico_era5,,,0.7,2.87,2.87
valencia_citricos,citricos,39.079,-0.324,2015-05-23,20.8,12.3,17.4,0.0,0.0,62,17.9,8.5,27.41,4.96,historico_era5,,,0.7,3.47,3.47
valencia_citricos,citricos,39.079,-0.324,2015-05-24,21.3,12.6,17.7,0.0,0.0,55,15.3,7.2,24.03,4.53,historico_era5,,,0.7,3.17,3.17
valencia_citricos,citricos,39.079,-0.324,2015-05-25,23.1,13.2,18.9,0.0,0.0,53,14.2,7.5,28.5,5.33,historico_era5,,,0.7,3.73,3.73
valencia_citricos,citricos,39.079,-0.324,2015-05-26,23.8,15.1,20.2,0.0,0.0,53,19.7,11.3,29.15,5.85,historico_era5,,,0.7,4.1,4.1
valencia_citricos,citricos,39.079,-0.324,2015-05-27,24.0,15.7,19.8,0.0,0.0,62,19.1,9.0,28.23,5.37,historico_era5,,,0.7,3.76,3.76
valencia_citricos,citricos,39.079,-0.324,2015-05-28,25.6,14.7,20.3,0.0,0.0,62,21.2,10.8,28.93,5.83,historico_era5,,,0.7,4.08,4.08
valencia_citricos,citricos,39.079,-0.324,2015-05-29,23.7,15.4,19.7,0.0,0.0,60,16.3,7.8,20.56,4.29,historico_era5,,,0.7,3.0,3.0
valencia_citricos,citricos,39.079,-0.324,2015-05-30,25.3,15.7,20.3,0.0,0.0,63,18.6,8.4,26.61,5.3,historico_era5,,,0.7,3.71,3.71
valencia_citricos,citricos,39.079,-0.324,2015-05-31,25.6,15.9,20.7,0.2,0.2,63,16.9,7.1,27.66,5.34,historico_era5,,,0.7,3.74,3.54
valencia_citricos,citricos,39.079,-0.324,2015-06-01,25.5,16.6,21.0,0.0,0.0,66,19.0,8.3,28.25,5.33,historico_era5,,,0.7,3.73,3.73
valencia_citricos,citricos,39.079,-0.324,2015-06-02,26.7,16.7,21.8,0.0,0.0,65,19.2,8.5,28.62,5.68,historico_era5,,,0.7,3.98,3.98
valencia_citricos,citricos,39.079,-0.324,2015-06-03,26.3,16.7,21.6,0.0,0.0,59,16.1,7.6,29.68,5.89,historico_era5,,,0.7,4.12,4.12
valencia_citricos,citricos,39.079,-0.324,2015-06-04,26.8,15.3,21.6,0.0,0.0,56,15.0,8.0,30.16,6.07,historico_era5,,,0.7,4.25,4.25
valencia_citricos,citricos,39.079,-0.324,2015-06-05,26.7,16.6,22.0,0.0,0.0,58,17.3,8.7,29.55,5.96,historico_era5,,,0.7,4.17,4.17
valencia_citricos,citricos,39.079,-0.324,2015-06-06,27.6,16.0,22.4,0.0,0.0,55,16.9,7.9,30.14,6.23,historico_era5,,,0.7,4.36,4.36
valencia_citricos,citricos,39.079,-0.324,2015-06-07,28.1,15.6,22.6,0.0,0.0,50,15.4,7.8,30.59,6.43,historico_era5,,,0.7,4.5,4.5
valencia_citricos,citricos,39.079,-0.324,2015-06-08,29.1,16.6,23.4,0.0,0.0,46,15.5,8.8,29.6,6.57,historico_era5,,,0.7,4.6,4.6
valencia_citricos,citricos,39.079,-0.324,2015-06-09,28.5,17.8,23.4,0.0,0.0,58,18.9,8.3,28.74,5.99,historico_era5,,,0.7,4.19,4.19
valencia_citricos,citricos,39.079,-0.324,2015-06-10,26.6,19.0,22.6,0.3,0.3,72,17.0,9.4,26.01,5.24,historico_era5,,,0.7,3.67,3.37
valencia_citricos,citricos,39.079,-0.324,2015-06-11,23.4,19.2,21.1,8.6,8.6,85,13.8,8.5,10.32,2.13,historico_era5,,,0.7,1.49,0.0
valencia_citricos,citricos,39.079,-0.324,2015-06-12,26.5,16.3,21.6,0.4,0.4,67,14.8,7.9,24.79,5.14,historico_era5,,,0.7,3.6,3.2
valencia_citricos,citricos,39.079,-0.324,2015-06-13,23.2,19.0,21.5,8.2,8.2,74,13.2,7.0,23.9,4.26,historico_era5,,,0.7,2.98,0.0
