parcela_id,cultivo,lat,lon,fecha,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,lluvia_mm,humedad_rel_pct,viento_max_kmh,viento_medio_kmh,radiacion_solar_mjm2,et0_mm,fuente,humedad_suelo_m3m3,temp_suelo_c,kc_aplicado,etc_mm,deficit_hidrico_mm
valencia_citricos,citricos,39.079,-0.324,2005-01-01,13.5,3.7,8.1,0.0,0.0,84,12.5,7.4,9.53,1.21,historico_era5,,,0.7,0.85,0.85
valencia_citricos,citricos,39.079,-0.324,2005-01-02,14.3,3.3,7.8,0.0,0.0,82,9.5,7.1,9.63,1.24,historico_era5,,,0.7,0.87,0.87
valencia_citricos,citricos,39.079,-0.324,2005-01-03,11.4,3.0,7.2,0.0,0.0,80,9.5,6.1,9.23,1.13,historico_era5,,,0.7,0.79,0.79
valencia_citricos,citricos,39.079,-0.324,2005-01-04,12.9,5.0,8.0,0.0,0.0,83,9.7,5.3,6.66,0.94,historico_era5,,,0.7,0.66,0.66
valencia_citricos,citricos,39.079,-0.324,2005-01-05,12.5,2.4,7.0,0.0,0.0,83,10.5,7.1,10.17,1.21,historico_era5,,,0.7,0.85,0.85
valencia_citricos,citricos,39.079,-0.324,2005-01-06,13.1,1.1,6.1,0.0,0.0,80,7.9,6.1,10.25,1.28,historico_era5,,,0.7,0.9,0.9
valencia_citricos,citricos,39.079,-0.324,2005-01-07,13.0,1.4,6.5,0.0,0.0,82,8.4,6.3,10.22,1.28,historico_era5,,,0.7,0.9,0.9
valencia_citricos,citricos,39.079,-0.324,2005-01-08,12.7,2.1,6.6,0.0,0.0,85,9.4,6.4,10.22,1.25,historico_era5,,,0.7,0.88,0.88
valencia_citricos,citricos,39.079,-0.324,2005-01-09,11.5,2.6,6.6,0.0,0.0,85,6.8,5.1,9.12,1.11,historico_era5,,,0.7,0.78,0.78
valencia_citricos,citricos,39.079,-0.324,2005-01-10,12.1,2.8,6.9,0.0,0.0,87,7.6,4.5,9.36,1.14,historico_era5,,,0.7,0.8,0.8
valencia_citricos,citricos,39.079,-0.324,2005-01-11,12.1,1.1,6.2,0.0,0.0,85,7.8,5.7,10.45,1.25,historico_era5,,,0.7,0.88,0.88
valencia_citricos,citricos,39.079,-0.324,2005-01-12,12.5,0.5,5.8,0.0,0.0,75,9.0,6.4,10.78,1.31,historico_era5,,,0.7,0.92,0.92
valencia_citricos,citricos,39.079,-0.324,2005-01-13,12.7,2.4,6.9,0.0,0.0,79,9.2,7.1,10.21,1.27,historico_era5,,,0.7,0.89,0.89
valencia_citricos,citricos,39.079,-0.324,2005-01-14,13.4,3.5,7.5,0.0,0.0,88,9.9,6.8,10.36,1.29,historico_era5,,,0.7,0.9,0.9
valencia_citricos,citricos,39.079,-0.324,2005-01-15,12.4,3.3,7.3,0.0,0.0,90,8.9,6.3,9.57,1.16,historico_era5,,,0.7,0.81,0.81
valencia_citricos,citricos,39.079,-0.324,2005-01-16,11.6,4.2,7.9,0.0,0.0,91,6.7,5.0,7.56,0.95,historico_era5,,,0.7,0.66,0.66
valencia_citricos,citricos,39.079,-0.324,2005-01-17,12.7,4.7,8.0,0.0,0.0,86,9.1,7.0,10.49,1.34,historico_era5,,,0.7,0.94,0.94
valencia_citricos,citricos,39.079,-0.324,2005-01-18,15.7,3.5,8.9,0.0,0.0,69,20.5,14.4,11.1,2.16,historico_era5,,,0.7,1.51,1.51
valencia_citricos,citricos,39.079,-0.324,2005-01-19,14.4,5.6,9.8,0.0,0.0,56,27.4,19.5,10.26,2.59,historico_era5,,,0.7,1.81,1.81
valencia_citricos,citricos,39.079,-0.324,2005-01-20,16.7,7.4,11.8,0.0,0.0,65,24.3,12.2,10.84,2.14,historico_era5,,,0.7,1.5,1.5
valencia_citricos,citricos,39.079,-0.324,2005-01-21,18.2,4.7,10.3,0.0,0.0,71,12.7,8.8,11.64,1.83,historico_era5,,,0.7,1.28,1.28
valencia_citricos,citricos,39.079,-0.324,2005-01-22,15.0,3.6,8.8,0.0,0.0,74,9.3,6.9,11.65,1.62,historico_era5,,,0.7,1.13,1.13
valencia_citricos,citricos,39.079,-0.324,2005-01-23,16.0,2.5,8.5,0.0,0.0,78,9.5,6.3,11.36,1.57,historico_era5,,,0.7,1.1,1.1
valencia_citricos,citricos,39.079,-0.324,2005-01-24,11.5,5.2,7.6,0.3,0.3,69,19.1,10.9,10.99,1.69,historico_era5,,,0.7,1.18,0.88
valencia_citricos,citricos,39.079,-0.324,2005-01-25,7.0,2.3,4.2,0.0,0.0,34,32.9,26.6,12.22,3.13,historico_era5,,,0.7,2.19,2.19
valencia_citricos,citricos,39.079,-0.324,2005-01-26,5.3,1.0,2.7,0.0,0.0,34,28.4,21.9,11.73,2.67,historico_era5,,,0.7,1.87,1.87
valencia_citricos,citricos,39.079,-0.324,2005-01-27,5.0,-2.1,1.1,0.0,0.0,50,15.3,9.3,12.72,1.67,historico_era5,,,0.7,1.17,1.17
valencia_citricos,citricos,39.079,-0.324,2005-01-28,7.0,-1.6,1.9,0.0,0.0,54,14.5,10.7,12.89,1.76,historico_era5,,,0.7,1.23,1.23
valencia_citricos,citricos,39.079,-0.324,2005-01-29,12.8,2.8,6.7,0.5,0.5,56,23.8,15.8,12.57,2.22,historico_era5,,,0.7,1.55,1.05
valencia_citricos,citricos,39.079,-0.324,2005-01-30,8.2,2.1,4.9,7.0,7.0,71,12.4,8.0,12.61,1.49,historico_era5,,,0.7,1.04,0.0
valencia_citricos,citricos,39.079,-0.324,2005-01-31,9.4,-0.7,3.8,0.0,0.0,66,10.9,7.0,12.86,1.61,historico_era5,,,0.7,1.13,1.13
valencia_citricos,citricos,39.079,-0.324,2005-02-01,12.2,-0.1,5.0,0.0,0.0,67,11.0,8.8,13.01,1.72,historico_era5,,,0.7,1.2,1.2
valencia_citricos,citricos,39.079,-0.324,2005-02-02,10.7,1.6,6.0,0.0,0.0,81,10.1,7.8,8.07,1.08,historico_era5,,,0.7,0.76,0.76
valencia_citricos,citricos,39.079,-0.324,2005-02-03,11.2,2.3,6.1,0.0,0.0,85,10.5,7.6,12.27,1.47,historico_era5,,,0.7,1.03,1.03
valencia_citricos,citricos,39.079,-0.324,2005-02-04,10.9,2.2,6.4,0.9,0.9,87,13.8,6.7,10.14,1.23,historico_era5,,,0.7,0.86,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-05,10.4,3.8,6.5,0.6,0.6,87,8.4,5.4,9.86,1.23,historico_era5,,,0.7,0.86,0.26
valencia_citricos,citricos,39.079,-0.324,2005-02-06,9.2,2.1,5.7,4.1,4.1,87,12.8,6.2,10.32,1.2,historico_era5,,,0.7,0.84,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-07,10.4,3.7,7.0,7.9,7.9,85,15.3,8.3,8.68,1.14,historico_era5,,,0.7,0.8,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-08,11.3,5.8,8.2,11.7,11.7,88,22.2,12.7,8.31,1.05,historico_era5,,,0.7,0.74,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-09,10.2,7.1,8.2,24.9,24.9,91,23.5,17.7,6.26,0.74,historico_era5,,,0.7,0.52,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-10,13.3,4.8,8.6,1.9,1.9,82,10.5,7.5,13.19,1.73,historico_era5,,,0.7,1.21,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-11,16.2,3.0,8.7,0.0,0.0,71,15.4,9.3,14.58,2.23,historico_era5,,,0.7,1.56,1.56
valencia_citricos,citricos,39.079,-0.324,2005-02-12,18.7,4.3,10.6,0.0,0.0,57,16.0,10.9,13.35,2.68,historico_era5,,,0.7,1.88,1.88
valencia_citricos,citricos,39.079,-0.324,2005-02-13,19.1,7.4,12.8,0.0,0.0,51,24.1,17.1,14.82,3.63,historico_era5,,,0.7,2.54,2.54
valencia_citricos,citricos,39.079,-0.324,2005-02-14,13.2,5.2,9.5,0.0,0.0,43,32.5,24.3,15.16,3.69,historico_era5,,,0.7,2.58,2.58
valencia_citricos,citricos,39.079,-0.324,2005-02-15,11.1,4.8,7.6,0.0,0.0,44,34.3,24.9,14.84,3.38,historico_era5,,,0.7,2.37,2.37
valencia_citricos,citricos,39.079,-0.324,2005-02-16,9.5,2.1,5.3,0.0,0.0,46,27.9,18.1,15.11,2.72,historico_era5,,,0.7,1.9,1.9
valencia_citricos,citricos,39.079,-0.324,2005-02-17,8.1,-0.2,4.1,0.0,0.0,58,10.7,8.4,15.86,2.11,historico_era5,,,0.7,1.48,1.48
valencia_citricos,citricos,39.079,-0.324,2005-02-18,11.5,-1.2,5.2,0.0,0.0,68,11.4,6.4,16.19,2.09,historico_era5,,,0.7,1.46,1.46
valencia_citricos,citricos,39.079,-0.324,2005-02-19,14.1,0.2,6.3,0.0,0.0,64,13.2,10.1,16.13,2.28,historico_era5,,,0.7,1.6,1.6
valencia_citricos,citricos,39.079,-0.324,2005-02-20,13.0,4.7,8.2,0.0,0.0,56,23.0,16.4,12.5,2.53,historico_era5,,,0.7,1.77,1.77
valencia_citricos,citricos,39.079,-0.324,2005-02-21,7.7,2.3,5.6,0.0,0.0,56,14.7,8.4,13.28,1.95,historico_era5,,,0.7,1.36,1.36
valencia_citricos,citricos,39.079,-0.324,2005-02-22,13.1,0.3,5.7,0.0,0.0,57,27.0,15.4,13.93,2.48,historico_era5,,,0.7,1.74,1.74
valencia_citricos,citricos,39.079,-0.324,2005-02-23,8.4,4.6,6.2,6.4,6.4,81,11.9,8.4,6.69,0.96,historico_era5,,,0.7,0.67,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-24,7.3,4.6,5.7,2.9,2.9,87,15.5,9.7,6.93,0.9,historico_era5,,,0.7,0.63,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-25,7.7,3.3,5.3,5.6,5.6,78,16.3,11.6,7.08,1.07,historico_era5,,,0.7,0.75,0.0
valencia_citricos,citricos,39.079,-0.324,2005-02-26,12.1,0.0,5.7,0.0,0.0,65,14.6,8.6,17.29,2.27,historico_era5,,,0.7,1.59,1.59
valencia_citricos,citricos,39.079,-0.324,2005-02-27,10.0,2.5,6.1,0.0,0.0,60,11.3,8.6,11.11,1.81,historico_era5,,,0.7,1.27,1.27
valencia_citricos,citricos,39.079,-0.324,2005-02-28,6.1,2.4,3.8,11.5,7.6,77,30.5,19.9,6.82,0.98,historico_era5,,,0.7,0.69,0.0
valencia_citricos,citricos,39.079,-0.324,2005-03-01,5.2,2.3,3.6,11.0,9.5,76,31.7,24.4,8.01,1.26,historico_era5,,,0.7,0.88,0.0
valencia_citricos,citricos,39.079,-0.324,2005-03-02,9.1,2.7,5.4,2.4,2.4,81,15.1,9.2,9.46,1.24,historico_era5,,,0.7,0.87,0.0
valencia_citricos,citricos,39.079,-0.324,2005-03-03,12.3,3.6,7.8,0.1,0.1,67,14.9,11.2,14.12,2.16,historico_era5,,,0.7,1.51,1.41
valencia_citricos,citricos,39.079,-0.324,2005-03-04,8.5,4.1,6.4,5.5,5.5,65,22.6,13.7,11.32,1.85,historico_era5,,,0.7,1.3,0.0
valencia_citricos,citricos,39.079,-0.324,2005-03-05,15.6,-0.3,7.0,0.0,0.0,55,17.7,13.0,18.4,2.97,historico_era5,,,0.7,2.08,2.08
valencia_citricos,citricos,39.079,-0.324,2005-03-06,12.8,4.8,8.4,0.0,0.0,54,21.7,13.9,18.0,2.98,historico_era5,,,0.7,2.09,2.09
valencia_citricos,citricos,39.079,-0.324,2005-03-07,8.2,1.3,4.8,0.0,0.0,54,15.8,9.6,19.55,2.58,historico_era5,,,0.7,1.81,1.81
valencia_citricos,citricos,39.079,-0.324,2005-03-08,10.2,-1.1,4.5,0.0,0.0,69,12.0,7.3,19.26,2.33,historico_era5,,,0.7,1.63,1.63
valencia_citricos,citricos,39.079,-0.324,2005-03-09,15.6,-0.3,7.1,0.0,0.0,70,9.7,6.4,19.77,2.73,historico_era5,,,0.7,1.91,1.91
valencia_citricos,citricos,39.079,-0.324,2005-03-10,13.5,1.5,7.7,0.0,0.0,80,9.9,7.4,19.54,2.52,historico_era5,,,0.7,1.76,1.76
valencia_citricos,citricos,39.079,-0.324,2005-03-11,13.7,2.9,8.1,0.0,0.0,84,16.0,8.1,16.61,2.24,historico_era5,,,0.7,1.57,1.57
valencia_citricos,citricos,39.079,-0.324,2005-03-12,14.5,6.1,9.8,0.0,0.0,78,12.4,8.5,14.95,2.2,historico_era5,,,0.7,1.54,1.54
valencia_citricos,citricos,39.079,-0.324,2005-03-13,14.7,7.4,10.8,1.2,1.2,80,14.8,9.3,15.72,2.26,historico_era5,,,0.7,1.58,0.38
valencia_citricos,citricos,39.079,-0.324,2005-03-14,14.6,6.7,10.4,0.0,0.0,87,13.7,7.5,18.32,2.44,historico_era5,,,0.7,1.71,1.71
valencia_citricos,citricos,39.079,-0.324,2005-03-15,14.0,7.3,10.2,0.3,0.3,82,11.9,6.7,15.07,2.08,historico_era5,,,0.7,1.46,1.16
valencia_citricos,citricos,39.079,-0.324,2005-03-16,16.0,7.1,11.2,0.3,0.3,75,12.0,6.1,20.15,2.85,historico_era5,,,0.7,2.0,1.7
valencia_citricos,citricos,39.079,-0.324,2005-03-17,16.1,5.1,10.7,0.0,0.0,77,9.2,5.9,20.3,2.86,historico_era5,,,0.7,2.0,2.0
valencia_citricos,citricos,39.079,-0.324,2005-03-18,16.3,4.9,10.7,0.0,0.0,76,12.0,6.4,21.03,3.0,historico_era5,,,0.7,2.1,2.1
valencia_citricos,citricos,39.079,-0.324,2005-03-19,18.2,5.9,11.6,0.0,0.0,77,11.6,6.7,19.7,3.03,historico_era5,,,0.7,2.12,2.12
valencia_citricos,citricos,39.079,-0.324,2005-03-20,23.6,8.3,14.8,0.0,0.0,71,16.4,10.1,20.1,3.65,historico_era5,,,0.7,2.55,2.55
valencia_citricos,citricos,39.079,-0.324,2005-03-21,17.0,11.5,13.9,0.2,0.2,85,12.2,7.1,13.35,2.05,historico_era5,,,0.7,1.43,1.23
valencia_citricos,citricos,39.079,-0.324,2005-03-22,21.7,9.9,15.3,0.0,0.0,78,11.6,6.8,15.2,2.77,historico_era5,,,0.7,1.94,1.94
valencia_citricos,citricos,39.079,-0.324,2005-03-23,16.3,12.2,13.6,1.0,1.0,88,13.3,7.8,12.4,1.87,historico_era5,,,0.7,1.31,0.31
valencia_citricos,citricos,39.079,-0.324,2005-03-24,21.2,9.8,15.0,0.0,0.0,74,15.7,8.6,21.06,3.58,historico_era5,,,0.7,2.51,2.51
valencia_citricos,citricos,39.079,-0.324,2005-03-25,15.0,10.6,12.6,0.7,0.7,87,15.3,8.1,10.06,1.55,historico_era5,,,0.7,1.08,0.38
valencia_citricos,citricos,39.079,-0.324,2005-03-26,20.8,8.1,13.9,0.0,0.0,74,18.7,7.9,18.87,3.34,historico_era5,,,0.7,2.34,2.34
valencia_citricos,citricos,39.079,-0.324,2005-03-27,19.6,11.3,15.1,0.0,0.0,52,26.1,20.2,22.66,4.77,historico_era5,,,0.7,3.34,3.34
valencia_citricos,citricos,39.079,-0.324,2005-03-28,20.5,11.2,15.2,0.0,0.0,47,19.2,14.0,15.43,3.9,historico_era5,,,0.7,2.73,2.73
valencia_citricos,citricos,39.079,-0.324,2005-03-29,21.7,12.5,16.5,0.0,0.0,54,25.3,18.4,19.32,4.63,historico_era5,,,0.7,3.24,3.24
valencia_citricos,citricos,39.079,-0.324,2005-03-30,22.2,10.2,16.5,0.0,0.0,54,13.2,8.4,19.59,3.94,historico_era5,,,0.7,2.76,2.76
valencia_citricos,citricos,39.079,-0.324,2005-03-31,21.8,8.7,15.4,0.0,0.0,65,20.5,10.8,23.0,4.14,historico_era5,,,0.7,2.9,2.9
valencia_citricos,citricos,39.079,-0.324,2005-04-01,17.2,10.9,13.6,0.0,0.0,72,15.9,8.8,20.04,3.08,historico_era5,,,0.7,2.16,2.16
valencia_citricos,citricos,39.079,-0.324,2005-04-02,14.1,10.6,11.9,3.6,3.6,81,12.5,8.8,12.46,1.93,historico_era5,,,0.7,1.35,0.0
valencia_citricos,citricos,39.079,-0.324,2005-04-03,15.9,8.4,12.0,0.4,0.4,82,15.8,8.7,19.86,2.78,historico_era5,,,0.7,1.95,1.55
valencia_citricos,citricos,39.079,-0.324,2005-04-04,15.7,10.6,12.8,2.8,2.8,80,14.7,10.1,18.75,2.72,historico_era5,,,0.7,1.9,0.0
valencia_citricos,citricos,39.079,-0.324,2005-04-05,17.3,8.0,12.7,0.0,0.0,83,15.8,6.7,22.53,3.2,historico_era5,,,0.7,2.24,2.24
valencia_citricos,citricos,39.079,-0.324,2005-04-06,18.7,9.3,13.5,0.0,0.0,79,18.4,8.4,23.39,3.61,historico_era5,,,0.7,2.53,2.53
valencia_citricos,citricos,39.079,-0.324,2005-04-07,16.5,10.6,13.2,0.0,0.0,85,12.3,6.1,15.87,2.37,historico_era5,,,0.7,1.66,1.66
valencia_citricos,citricos,39.079,-0.324,2005-04-08,16.2,9.8,12.8,8.5,8.5,84,18.8,8.4,18.22,2.63,historico_era5,,,0.7,1.84,0.0
valencia_citricos,citricos,39.079,-0.324,2005-04-09,14.8,5.9,10.4,0.9,0.9,45,35.2,21.4,24.17,4.62,historico_era5,,,0.7,3.23,2.33
valencia_citricos,citricos,39.079,-0.324,2005-04-10,16.7,4.3,10.0,0.0,0.0,42,26.3,19.7,25.58,4.84,historico_era5,,,0.7,3.39,3.39
valencia_citricos,citricos,39.079,-0.324,2005-04-11,17.6,7.0,12.0,0.0,0.0,50,18.7,13.0,25.09,4.58,historico_era5,,,0.7,3.21,3.21
valencia_citricos,citricos,39.079,-0.324,2005-04-12,16.9,6.8,12.2,0.0,0.0,60,12.3,8.8,25.46,4.09,historico_era5,,,0.7,2.86,2.86
valencia_citricos,citricos,39.079,-0.324,2005-04-13,18.6,6.8,13.1,0.0,0.0,70,14.9,8.8,25.29,3.92,historico_era5,,,0.7,2.74,2.74
valencia_citricos,citricos,39.079,-0.324,2005-04-14,21.1,8.8,14.7,0.0,0.0,70,17.9,9.7,24.31,4.07,historico_era5,,,0.7,2.85,2.85
valencia_citricos,citricos,39.079,-0.324,2005-04-15,17.8,10.2,14.0,0.2,0.2,55,17.7,11.6,21.94,4.04,historico_era5,,,0.7,2.83,2.63
valencia_citricos,citricos,39.079,-0.324,2005-04-16,17.6,8.8,13.0,0.0,0.0,40,23.2,18.2,24.04,5.13,historico_era5,,,0.7,3.59,3.59
valencia_citricos,citricos,39.079,-0.324,2005-04-17,22.9,7.9,15.2,0.0,0.0,42,23.3,14.1,25.14,5.31,historico_era5,,,0.7,3.72,3.72
valencia_citricos,citricos,39.079,-0.324,2005-04-18,23.0,14.0,17.9,0.0,0.0,48,23.2,15.0,20.31,4.85,historico_era5,,,0.7,3.39,3.39
valencia_citricos,citricos,39.079,-0.324,2005-04-19,22.7,11.5,16.8,0.0,0.0,38,22.1,16.3,26.29,5.85,historico_era5,,,0.7,4.1,4.1
valencia_citricos,citricos,39.079,-0.324,2005-04-20,21.8,11.9,16.4,0.0,0.0,45,19.6,12.8,19.27,4.63,historico_era5,,,0.7,3.24,3.24
valencia_citricos,citricos,39.079,-0.324,2005-04-21,21.4,13.2,16.7,0.0,0.0,61,20.6,10.9,22.05,4.31,historico_era5,,,0.7,3.02,3.02
valencia_citricos,citricos,39.079,-0.324,2005-04-22,21.7,11.8,16.7,0.0,0.0,68,16.8,10.2,23.83,4.22,historico_era5,,,0.7,2.95,2.95
valencia_citricos,citricos,39.079,-0.324,2005-04-23,20.8,11.6,16.3,0.0,0.0,78,15.0,8.6,22.71,3.7,historico_era5,,,0.7,2.59,2.59
valencia_citricos,citricos,39.079,-0.324,2005-04-24,24.4,14.3,18.6,0.0,0.0,61,13.3,6.7,20.64,4.29,historico_era5,,,0.7,3.0,3.0
valencia_citricos,citricos,39.079,-0.324,2005-04-25,21.4,12.4,17.1,0.0,0.0,46,21.0,10.7,27.55,5.41,historico_era5,,,0.7,3.79,3.79
valencia_citricos,citricos,39.079,-0.324,2005-04-26,20.0,10.4,15.5,0.0,0.0,64,18.5,8.3,27.45,4.53,historico_era5,,,0.7,3.17,3.17
valencia_citricos,citricos,39.079,-0.324,2005-04-27,19.8,11.0,15.5,0.0,0.0,62,13.6,6.4,20.93,3.72,historico_era5,,,0.7,2.6,2.6
valencia_citricos,citricos,39.079,-0.324,2005-04-28,22.6,10.7,17.0,0.0,0.0,58,13.8,6.4,27.34,4.84,historico_era5,,,0.7,3.39,3.39
valencia_citricos,citricos,39.079,-0.324,2005-04-29,23.8,13.2,18.1,0.0,0.0,60,15.2,8.0,27.59,5.07,historico_era5,,,0.7,3.55,3.55
valencia_citricos,citricos,39.079,-0.324,2005-04-30,23.1,11.5,17.6,0.0,0.0,64,17.2,7.8,27.05,4.95,historico_era5,,,0.7,3.46,3.46
valencia_citricos,citricos,39.079,-0.324,2005-05-01,21.5,13.5,17.4,0.0,0.0,73,13.6,7.4,24.8,4.17,historico_era5,,,0.7,2.92,2.92
valencia_citricos,citricos,39.079,-0.324,2005-05-02,20.6,14.1,17.2,0.4,0.4,82,16.3,7.7,14.44,2.59,historico_era5,,,0.7,1.81,1.41
valencia_citricos,citricos,39.079,-0.324,2005-05-03,25.3,15.0,20.0,0.3,0.3,74,13.7,6.2,23.6,4.49,historico_era5,,,0.7,3.14,2.84
valencia_citricos,citricos,39.079,-0.324,2005-05-04,20.2,15.8,17.8,0.1,0.1,80,14.1,9.0,15.65,2.79,historico_era5,,,0.7,1.95,1.85
valencia_citricos,citricos,39.079,-0.324,2005-05-05,18.6,14.6,16.1,3.8,3.8,73,16.3,10.3,14.58,2.71,historico_era5,,,0.7,1.9,0.0
valencia_citricos,citricos,39.079,-0.324,2005-05-06,22.6,11.4,17.1,0.0,0.0,67,21.1,10.9,27.36,4.83,historico_era5,,,0.7,3.38,3.38
valencia_citricos,citricos,39.079,-0.324,2005-05-07,23.4,12.0,18.1,0.0,0.0,65,13.0,8.5,28.34,5.11,historico_era5,,,0.7,3.58,3.58
valencia_citricos,citricos,39.079,-0.324,2005-05-08,22.1,13.6,17.9,0.0,0.0,72,18.1,8.6,26.22,4.42,historico_era5,,,0.7,3.09,3.09
valencia_citricos,citricos,39.079,-0.324,2005-05-09,25.1,14.4,18.8,0.1,0.1,74,19.8,9.1,23.32,4.32,historico_era5,,,0.7,3.02,2.92
valencia_citricos,citricos,39.079,-0.324,2005-05-10,25.6,14.5,19.5,0.0,0.0,76,17.4,7.5,27.21,4.94,historico_era5,,,0.7,3.46,3.46
valencia_citricos,citricos,39.079,-0.324,2005-05-11,20.4,15.7,17.8,0.0,0.0,80,18.4,12.4,20.34,3.44,historico_era5,,,0.7,2.41,2.41
valencia_citricos,citricos,39.079,-0.324,2005-05-12,20.4,15.4,17.8,4.4,4.4,78,14.8,8.7,19.05,3.33,historico_era5,,,0.7,2.33,0.0
valencia_citricos,citricos,39.079,-0.324,2005-05-13,21.1,13.9,18.1,0.8,0.8,80,16.6,6.7,21.14,3.63,historico_era5,,,0.7,2.54,1.74
valencia_citricos,citricos,39.079,-0.324,2005-05-14,24.5,14.5,19.3,0.0,0.0,47,21.5,14.5,29.2,6.48,historico_era5,,,0.7,4.54,4.54
valencia_citricos,citricos,39.079,-0.324,2005-05-15,24.0,13.3,18.9,0.0,0.0,55,18.5,10.7,26.33,5.5,historico_era5,,,0.7,3.85,3.85
valencia_citricos,citricos,39.079,-0.324,2005-05-16,21.1,14.8,17.8,4.1,4.1,64,17.6,10.4,21.36,4.14,historico_era5,,,0.7,2.9,0.0
valencia_citricos,citricos,39.079,-0.324,2005-05-17,21.3,12.1,16.6,0.0,0.0,55,27.8,14.5,25.24,4.74,historico_era5,,,0.7,3.32,3.32
valencia_citricos,citricos,39.079,-0.324,2005-05-18,23.8,11.9,17.9,0.0,0.0,46,18.6,10.7,29.52,6.03,historico_era5,,,0.7,4.22,4.22
valencia_citricos,citricos,39.079,-0.324,2005-05-19,25.1,12.3,18.9,0.0,0.0,57,15.8,9.1,29.41,5.72,historico_era5,,,0.7,4.0,4.0
valencia_citricos,citricos,39.079,-0.324,2005-05-20,24.6,12.7,18.9,0.0,0.0,60,18.7,7.9,29.69,5.61,historico_era5,,,0.7,3.93,3.93
valencia_citricos,citricos,39.079,-0.324,2005-05-21,23.2,13.4,18.4,0.0,0.0,69,14.1,7.2,22.63,4.17,historico_era5,,,0.7,2.92,2.92
valencia_citricos,citricos,39.079,-0.324,2005-05-22,23.3,15.2,19.0,0.1,0.1,74,16.6,9.2,26.06,4.63,historico_era5,,,0.7,3.24,3.14
valencia_citricos,citricos,39.079,-0.324,2005-05-23,21.5,15.0,18.5,0.0,0.0,67,17.3,12.3,26.34,4.73,historico_era5,,,0.7,3.31,3.31
valencia_citricos,citricos,39.079,-0.324,2005-05-24,22.2,14.7,18.3,0.0,0.0,66,15.5,7.4,29.35,5.09,historico_era5,,,0.7,3.56,3.56
valencia_citricos,citricos,39.079,-0.324,2005-05-25,24.4,12.2,18.7,0.0,0.0,62,16.3,6.8,29.75,5.44,historico_era5,,,0.7,3.81,3.81
valencia_citricos,citricos,39.079,-0.324,2005-05-26,24.7,13.8,19.5,0.0,0.0,62,15.2,7.4,29.79,5.55,historico_era5,,,0.7,3.88,3.88
valencia_citricos,citricos,39.079,-0.324,2005-05-27,25.7,14.1,20.1,0.0,0.0,64,17.1,7.6,29.52,5.63,historico_era5,,,0.7,3.94,3.94
valencia_citricos,citricos,39.079,-0.324,2005-05-28,24.6,14.7,20.0,0.0,0.0,64,16.4,7.3,29.44,5.44,historico_era5,,,0.7,3.81,3.81
valencia_citricos,citricos,39.079,-0.324,2005-05-29,24.2,15.5,19.9,0.0,0.0,69,15.1,7.1,26.11,4.82,historico_era5,,,0.7,3.37,3.37
valencia_citricos,citricos,39.079,-0.324,2005-05-30,23.2,16.1,19.9,0.1,0.1,70,17.0,8.8,19.92,3.93,historico_era5,,,0.7,2.75,2.65
valencia_citricos,citricos,39.079,-0.324,2005-05-31,22.4,17.6,19.6,0.6,0.6,78,15.8,9.9,23.44,4.07,historico_era5,,,0.7,2.85,2.25
valencia_citricos,citricos,39.079,-0.324,2005-06-01,22.5,16.0,19.4,0.5,0.5,74,14.5,7.6,21.52,3.91,historico_era5,,,0.7,2.74,2.24
valencia_citricos,citricos,39.079,-0.324,2005-06-02,24.1,16.1,20.4,0.0,0.0,65,18.5,9.3,26.51,5.05,historico_era5,,,0.7,3.53,3.53
valencia_citricos,citricos,39.079,-0.324,2005-06-03,24.9,15.5,20.6,0.0,0.0,68,15.4,9.0,28.62,5.28,historico_era5,,,0.7,3.7,3.7
valencia_citricos,citricos,39.079,-0.324,2005-06-04,24.7,17.6,21.0,0.0,0.0,75,14.4,7.9,27.81,5.04,historico_era5,,,0.7,3.53,3.53
valencia_citricos,citricos,39.079,-0.324,2005-06-05,25.3,17.8,21.2,0.0,0.0,75,16.6,9.1,25.73,4.88,historico_era5,,,0.7,3.42,3.42
valencia_citricos,citricos,39.079,-0.324,2005-06-06,25.6,17.2,21.5,0.0,0.0,65,19.5,9.4,28.82,5.65,historico_era5,,,0.7,3.96,3.96
valencia_citricos,citricos,39.079,-0.324,2005-06-07,25.6,17.1,21.6,0.0,0.0,62,13.9,7.1,27.08,5.37,historico_era5,,,0.7,3.76,3.76
valencia_citricos,citricos,39.079,-0.324,2005-06-08,28.2,16.3,22.1,0.0,0.0,58,18.2,10.3,30.24,6.33,historico_era5,,,0.7,4.43,4.43
valencia_citricos,citricos,39.079,-0.324,2005-06-09,26.0,17.7,21.2,0.0,0.0,67,18.3,10.7,28.65,5.53,historico_era5,,,0.7,3.87,3.87
